Course ID,Course Name,Unit,Level,Avg Star,Review Number,Result
Informed Clinical Decision Making using Deep Learning Specialization,Informed Clinical Decision Making using Deep Learning Specialization,University of Glasgow ,,4.7,18,"Extract and preprocess data from complex clinical databases
Apply deep learning in Electronic Health Records
Imputation of Electronic Health Records and data encodings
Explainable, fair and privacy-preserved Clinical Decision Support Systems"
Applied Text Mining in Python,Applied Text Mining in Python,University of Michigan,,4.2,3788,"Understand how text is handled in Python
Apply basic natural language processing methods
Write code that groups documents by topic
Describe the nltk framework for manipulating text"
Fitting Statistical Models to Data with Python,Fitting Statistical Models to Data with Python,University of Michigan,,4.4,675,"Deepen your understanding of statistical inference techniques by mastering the art of fitting statistical models to data.
Connect research questions with data analysis methods, emphasizing objectives, relationships between variables, and making predictions.
Explore various statistical modeling techniques like linear regression, logistic regression, and Bayesian inference using real data sets.
Work through hands-on case studies in Python with libraries like Statsmodels, Pandas, and Seaborn in the Jupyter Notebook environment."
MLOps Platforms: Amazon SageMaker and Azure ML,MLOps Platforms: Amazon SageMaker and Azure ML,Duke University,,3.7,29,"Apply exploratory data analysis (EDA) techniques to data science problems and datasets.
Build machine learning modeling solutions using both AWS and Azure technology.
Train and deploy machine learning solutions to a production environment using cloud technology."
Introduction to Neurohacking In R,Introduction to Neurohacking In R,Johns Hopkins University,,4.6,296,"Johns Hopkins University
Principles of fMRI 2
Course
Johns Hopkins University
Neuroscience and Neuroimaging
Specialization
Johns Hopkins University
Fundamental Neuroscience for Neuroimaging
Course
Johns Hopkins University
Computing for Cancer Informatics
Course"
Data Visualization with R,Data Visualization with R,IBM,,4.6,207,"Create bar charts, histograms, pie charts, scatter plots, line graphs, box plots, and maps using R and related packages. 
Design customized charts and plots using annotations, axis titles, text labels, themes, and faceting. 
Create maps using the Leaflet package for R. 
Create interactive dashboards using the Shiny package for R. "
The Role of the CEO in Navigating GenAI,The Role of the CEO in Navigating GenAI,Coursera ,,5.0,21,"Why GenAI is critically important for CEOs to understand
How to start your AI journey
What AI is and what it can do
How to go hands on with Generative AI to enhance your performance as a CEO"
Operational Analytics with Microsoft Azure Synapse Analytics,Operational Analytics with Microsoft Azure Synapse Analytics,Microsoft,,4.5,19,"How to perform operational analytics against Azure Cosmos DB using the Azure Synapse Link feature within Azure Synapse Analytics
How to query Azure Cosmos DB with SQL Serverless/Apache Spark for Azure Synapse Analytics 
How to configure and enable Azure Synapse Link to interact with Azure Cosmos DB
How to use hybrid transactional and analytical processing to perform operational analytics with Azure Synapse Analytics "
Exploratory Data Analysis with MATLAB,Exploratory Data Analysis with MATLAB,MathWorks,,4.8,796,"Import large tabular datasets & customize the import options for your application
Extract subsets of data & compute statistics on groups of related data
Create customized visualizations to highlight the most relevant results from your analysis
Use interactive tools to explore, analyze, & visual data with automated code generation for reproducing results"
Fundamentals of Data Analytics in the Public Sector with R,Fundamentals of Data Analytics in the Public Sector with R,University of Michigan,,4.7,26,"Understand key terms and concepts in public administration, public policy
Learn foundational techniques using the R programming language
Create custom functions to analyze population data commonly found in public sector analytics"
Big Data Modeling and Management Systems,Big Data Modeling and Management Systems,University of California San Diego,,4.4,2989,"University of California San Diego
Big Data Integration and Processing
Course
University of California San Diego
Big Data - Capstone Project
Course
University of California San Diego
Graph Analytics for Big Data
Course
University of California San Diego
Machine Learning With Big Data
Course"
Inferential Statistical Analysis with Python,Inferential Statistical Analysis with Python,University of Michigan,,4.6,883,"Determine assumptions needed to calculate confidence intervals for their respective population parameters.
Create confidence intervals in Python and interpret the results.
Review how inferential procedures are applied and interpreted step by step when analyzing real data.
Run hypothesis tests in Python and interpret the results."
Practical Machine Learning,Practical Machine Learning,Johns Hopkins University,,4.5,3245,"Use the basic components of building and applying prediction functions
Understand concepts such as training and tests sets, overfitting, and error rates
Describe machine learning methods such as regression or classification trees
Explain the complete process of building prediction functions"
Scripting with Python and SQL for Data Engineering,Scripting with Python and SQL for Data Engineering,Duke University,,4.4,76,"Extract data from different sources and map it to Python data structures.
Design Scripts to connect and query a SQL database from within Python.
Apply scraping techniques to read and extract data from a website."
Prediction Models with Sports Data,Prediction Models with Sports Data,University of Michigan,,4.5,32,Learn how to generate forecasts of game results in professional sports using Python.
Introduction to Statistical Analysis: Hypothesis Testing,Introduction to Statistical Analysis: Hypothesis Testing,SAS,,4.6,110,"University of London
Probability and Statistics: To p or not to p?
Course
SAS
Predictive Modeling with Logistic Regression using SAS
Course
SAS
Regression Modeling Fundamentals
Course
Imperial College London
Mathematics for Machine Learning: Linear Algebra
Course"
Introduction to Machine Learning: Supervised Learning,Introduction to Machine Learning: Supervised Learning,University of Colorado Boulder,,3.4,48,"Use modern machine learning tools and python libraries.
Compare logistic regression’s strengths and weaknesses.
Explain how to deal with linearly-inseparable data.
Explain what decision tree is & how it splits nodes."
Guided Tour of Machine Learning in Finance,Guided Tour of Machine Learning in Finance,New York University,,3.8,670,"New York University
Fundamentals of Machine Learning in Finance
Course
New York University
Overview of Advanced Methods of Reinforcement Learning in Finance
Course
Coursera Project Network
Как спланировать календарь контента используя Trello
Guided Project
Coursera Project Network
Crea un Storyboard en Canva
Guided Project"
